instant,date,season,year,month,hour,holiday,weekday,day_type,weather,temperature,warming_sensation,humidity,windspeed,casual,registered,count,last_modified
752,2011-02-03,1,0,2,17,0,4,1,1,0.2,0.197,0.4,0.194,5.0,170,175,2023-03-22 23:15:29.759033
753,2011-02-03,1,0,2,18,0,4,1,1,0.2,0.2121,0.4,0.1642,2.0,145,147,2023-03-22 23:15:29.759033
754,2011-02-03,1,0,2,19,0,4,1,1,0.2,0.2576,0.4,0.0,4.0,92,96,2023-03-22 23:15:29.759033
755,2011-02-03,1,0,2,20,0,4,1,1,0.2,0.2273,0.47,0.0896,1.0,108,109,2023-03-22 23:15:29.759033
756,2011-02-03,1,0,2,21,0,4,1,1,0.18,0.2121,0.55,0.1045,1.0,53,54,2023-03-22 23:15:29.759033
757,2011-02-03,1,0,2,22,0,4,1,1,0.18,0.2121,0.51,0.0896,2.0,39,41,2023-03-22 23:15:29.759033
758,2011-02-03,1,0,2,23,0,4,1,1,0.2,0.2273,0.47,0.1045,4.0,34,38,2023-03-22 23:15:29.759033
759,2011-02-04,1,0,2,0,0,5,1,2,0.2,0.2576,0.44,0.0,3.0,10,13,2023-03-22 23:15:29.759033
760,2011-02-04,1,0,2,1,0,5,1,2,0.16,0.2273,0.59,0.0,0.0,7,7,2023-03-22 23:15:29.759033
761,2011-02-04,1,0,2,2,0,5,1,2,0.14,0.1667,0.63,0.1045,0.0,1,1,2023-03-22 23:15:29.759033
762,2011-02-04,1,0,2,3,0,5,1,2,0.14,0.1667,0.63,0.1045,0.0,1,1,2023-03-22 23:15:29.759033
763,2011-02-04,1,0,2,5,0,5,1,2,0.14,0.1515,0.63,0.1343,0.0,7,7,2023-03-22 23:15:29.759033
764,2011-02-04,1,0,2,6,0,5,1,2,0.16,0.2273,0.55,0.0,2.0,26,28,2023-03-22 23:15:29.759033
765,2011-02-04,1,0,2,7,0,5,1,1,0.14,0.2121,0.59,0.0,0.0,87,87,2023-03-22 23:15:29.759033
766,2011-02-04,1,0,2,8,0,5,1,1,0.14,0.1515,0.74,0.1343,3.0,217,220,2023-03-22 23:15:29.759033
767,2011-02-04,1,0,2,9,0,5,1,2,0.16,0.1818,0.8,0.1343,3.0,124,127,2023-03-22 23:15:29.759033
768,2011-02-04,1,0,2,10,0,5,1,2,0.2,0.2121,0.51,0.1343,5.0,46,51,2023-03-22 23:15:29.759033
769,2011-02-04,1,0,2,11,0,5,1,1,0.22,0.2273,0.51,0.1642,3.0,61,64,2023-03-22 23:15:29.759033
770,2011-02-04,1,0,2,12,0,5,1,2,0.24,0.2424,0.48,0.1642,8.0,78,86,2023-03-22 23:15:29.759033
771,2011-02-04,1,0,2,13,0,5,1,2,0.26,0.2576,0.5,0.2239,9.0,73,82,2023-03-22 23:15:29.759033
772,2011-02-04,1,0,2,14,0,5,1,2,0.28,0.2727,0.45,0.1642,15.0,76,91,2023-03-22 23:15:29.759033
773,2011-02-04,1,0,2,15,0,5,1,2,0.28,0.2727,0.48,0.2537,9.0,81,90,2023-03-22 23:15:29.759033
774,2011-02-04,1,0,2,16,0,5,1,2,0.3,0.2879,0.42,0.2239,8.0,91,99,2023-03-22 23:15:29.759033
775,2011-02-04,1,0,2,17,0,5,1,2,0.26,0.2727,0.56,0.1343,10.0,195,205,2023-03-22 23:15:29.759033
776,2011-02-04,1,0,2,18,0,5,1,2,0.24,0.2576,0.6,0.1045,3.0,152,155,2023-03-22 23:15:29.759033
777,2011-02-04,1,0,2,19,0,5,1,2,0.24,0.2424,0.65,0.1343,1.0,102,103,2023-03-22 23:15:29.759033
778,2011-02-04,1,0,2,20,0,5,1,2,0.24,0.2424,0.65,0.1642,2.0,69,71,2023-03-22 23:15:29.759033
779,2011-02-04,1,0,2,21,0,5,1,2,0.24,0.2424,0.7,0.1642,2.0,41,43,2023-03-22 23:15:29.759033
780,2011-02-04,1,0,2,22,0,5,1,2,0.24,0.2424,0.65,0.1642,1.0,45,46,2023-03-22 23:15:29.759033
781,2011-02-04,1,0,2,23,0,5,1,2,0.24,0.2424,0.7,0.1343,1.0,30,31,2023-03-22 23:15:29.759033
782,2011-02-05,1,0,2,0,0,6,0,2,0.24,0.2424,0.7,0.1642,3.0,36,39,2023-03-22 23:15:29.759033
783,2011-02-05,1,0,2,1,0,6,0,2,0.24,0.2424,0.65,0.1642,1.0,17,18,2023-03-22 23:15:29.759033
784,2011-02-05,1,0,2,2,0,6,0,2,0.24,0.2424,0.75,0.1642,5.0,12,17,2023-03-22 23:15:29.759033
785,2011-02-05,1,0,2,3,0,6,0,2,0.24,0.2424,0.75,0.1642,1.0,10,11,2023-03-22 23:15:29.759033
786,2011-02-05,1,0,2,4,0,6,0,3,0.22,0.2273,0.93,0.1343,0.0,8,8,2023-03-22 23:15:29.759033
787,2011-02-05,1,0,2,5,0,6,0,3,0.2,0.2273,1.0,0.0896,0.0,9,9,2023-03-22 23:15:29.759033
788,2011-02-05,1,0,2,6,0,6,0,3,0.2,0.2576,1.0,0.0,0.0,4,4,2023-03-22 23:15:29.759033
789,2011-02-05,1,0,2,7,0,6,0,3,0.22,0.2576,0.93,0.0896,0.0,4,4,2023-03-22 23:15:29.759033
790,2011-02-05,1,0,2,8,0,6,0,3,0.2,0.2273,1.0,0.0896,0.0,10,10,2023-03-22 23:15:29.759033
791,2011-02-05,1,0,2,9,0,6,0,3,0.2,0.2273,1.0,0.0896,3.0,17,20,2023-03-22 23:15:29.759033
792,2011-02-05,1,0,2,10,0,6,0,3,0.2,0.2121,1.0,0.1343,3.0,31,34,2023-03-22 23:15:29.759033
793,2011-02-05,1,0,2,11,0,6,0,3,0.22,0.2273,1.0,0.1343,1.0,46,47,2023-03-22 23:15:29.759033
794,2011-02-05,1,0,2,12,0,6,0,3,0.22,0.2273,1.0,0.1642,10.0,42,52,2023-03-22 23:15:29.759033
795,2011-02-05,1,0,2,13,0,6,0,3,0.22,0.2273,1.0,0.1642,10.0,62,72,2023-03-22 23:15:29.759033
796,2011-02-05,1,0,2,14,0,6,0,3,0.22,0.2727,1.0,0.0,5.0,50,55,2023-03-22 23:15:29.759033
797,2011-02-05,1,0,2,15,0,6,0,3,0.22,0.2727,1.0,0.0,11.0,49,60,2023-03-22 23:15:29.759033
798,2011-02-05,1,0,2,16,0,6,0,3,0.22,0.2273,1.0,0.1343,8.0,63,71,2023-03-22 23:15:29.759033
799,2011-02-05,1,0,2,17,0,6,0,2,0.24,0.2121,1.0,0.2836,14.0,64,78,2023-03-22 23:15:29.759033
800,2011-02-05,1,0,2,18,0,6,0,2,0.28,0.2424,0.93,0.4478,2.0,81,83,2023-03-22 23:15:29.759033
801,2011-02-05,1,0,2,19,0,6,0,2,0.28,0.2424,0.93,0.4478,6.0,78,84,2023-03-22 23:15:29.759033
802,2011-02-05,1,0,2,20,0,6,0,1,0.3,0.2879,0.87,0.2537,5.0,64,69,2023-03-22 23:15:29.759033
803,2011-02-05,1,0,2,21,0,6,0,1,0.26,0.2576,1.0,0.194,3.0,53,56,2023-03-22 23:15:29.759033
804,2011-02-05,1,0,2,22,0,6,0,1,0.26,0.2727,0.93,0.1343,2.0,43,45,2023-03-22 23:15:29.759033
805,2011-02-05,1,0,2,23,0,6,0,1,0.26,0.2576,0.93,0.2239,7.0,52,59,2023-03-22 23:15:29.759033
806,2011-02-06,1,0,2,0,0,0,0,1,0.26,0.2576,0.7,0.194,2.0,37,39,2023-03-22 23:15:29.759033
807,2011-02-06,1,0,2,1,0,0,0,1,0.26,0.2273,0.65,0.4179,4.0,40,44,2023-03-22 23:15:29.759033
808,2011-02-06,1,0,2,2,0,0,0,1,0.26,0.2273,0.6,0.3284,0.0,20,20,2023-03-22 23:15:29.759033
809,2011-02-06,1,0,2,3,0,0,0,1,0.26,0.2879,0.6,0.0896,3.0,10,13,2023-03-22 23:15:29.759033
810,2011-02-06,1,0,2,4,0,0,0,1,0.26,0.2273,0.6,0.3582,0.0,2,2,2023-03-22 23:15:29.759033
811,2011-02-06,1,0,2,5,0,0,0,1,0.26,0.2576,0.6,0.2239,0.0,1,1,2023-03-22 23:15:29.759033
812,2011-02-06,1,0,2,6,0,0,0,1,0.26,0.2576,0.6,0.2239,0.0,1,1,2023-03-22 23:15:29.759033
813,2011-02-06,1,0,2,7,0,0,0,1,0.24,0.2424,0.65,0.1642,0.0,8,8,2023-03-22 23:15:29.759033
814,2011-02-06,1,0,2,8,0,0,0,1,0.24,0.2576,0.65,0.1045,2.0,21,23,2023-03-22 23:15:29.759033
815,2011-02-06,1,0,2,9,0,0,0,1,0.28,0.2879,0.56,0.1045,7.0,38,45,2023-03-22 23:15:29.759033
816,2011-02-06,1,0,2,10,0,0,0,1,0.3,0.2879,0.52,0.2537,15.0,74,89,2023-03-22 23:15:29.759033
817,2011-02-06,1,0,2,11,0,0,0,1,0.32,0.303,0.49,0.2537,28.0,89,117,2023-03-22 23:15:29.759033
818,2011-02-06,1,0,2,12,0,0,0,1,0.34,0.3333,0.46,0.0,48.0,126,174,2023-03-22 23:15:29.759033
819,2011-02-06,1,0,2,13,0,0,0,1,0.34,0.3636,0.46,0.0,47.0,135,182,2023-03-22 23:15:29.759033
820,2011-02-06,1,0,2,14,0,0,0,1,0.34,0.3485,0.46,0.0896,47.0,114,161,2023-03-22 23:15:29.759033
821,2011-02-06,1,0,2,15,0,0,0,1,0.34,0.3485,0.46,0.0896,52.0,130,182,2023-03-22 23:15:29.759033
822,2011-02-06,1,0,2,16,0,0,0,1,0.34,0.3485,0.49,0.1045,42.0,115,157,2023-03-22 23:15:29.759033
823,2011-02-06,1,0,2,17,0,0,0,1,0.34,0.3636,0.46,0.0,24.0,97,121,2023-03-22 23:15:29.759033
824,2011-02-06,1,0,2,18,0,0,0,1,0.3,0.303,0.56,0.1642,13.0,65,78,2023-03-22 23:15:29.759033
825,2011-02-06,1,0,2,19,0,0,0,1,0.28,0.2879,0.61,0.1343,1.0,20,21,2023-03-22 23:15:29.759033
826,2011-02-06,1,0,2,20,0,0,0,1,0.28,0.2879,0.61,0.1045,5.0,21,26,2023-03-22 23:15:29.759033
827,2011-02-06,1,0,2,21,0,0,0,1,0.26,0.303,0.6,0.0,5.0,22,27,2023-03-22 23:15:29.759033
828,2011-02-06,1,0,2,22,0,0,0,1,0.26,0.303,0.6,0.0,5.0,57,62,2023-03-22 23:15:29.759033
829,2011-02-06,1,0,2,23,0,0,0,1,0.24,0.2879,0.65,0.0,4.0,26,30,2023-03-22 23:15:29.759033
830,2011-02-07,1,0,2,0,0,1,1,1,0.24,0.2879,0.65,0.0,1.0,14,15,2023-03-22 23:15:29.759033
831,2011-02-07,1,0,2,1,0,1,1,1,0.22,0.2727,0.75,0.0,1.0,4,5,2023-03-22 23:15:29.759033
832,2011-02-07,1,0,2,2,0,1,1,1,0.2,0.2576,0.8,0.0,0.0,3,3,2023-03-22 23:15:29.759033
833,2011-02-07,1,0,2,3,0,1,1,1,0.2,0.2576,0.86,0.0,0.0,1,1,2023-03-22 23:15:29.759033
834,2011-02-07,1,0,2,4,0,1,1,1,0.2,0.2576,0.86,0.0,1.0,1,2,2023-03-22 23:15:29.759033
835,2011-02-07,1,0,2,5,0,1,1,1,0.2,0.2576,0.86,0.0,1.0,9,10,2023-03-22 23:15:29.759033
836,2011-02-07,1,0,2,6,0,1,1,1,0.18,0.2424,0.93,0.0,1.0,29,30,2023-03-22 23:15:29.759033
837,2011-02-07,1,0,2,7,0,1,1,1,0.18,0.2424,0.86,0.0,6.0,89,95,2023-03-22 23:15:29.759033
838,2011-02-07,1,0,2,8,0,1,1,2,0.16,0.2273,1.0,0.0,7.0,223,230,2023-03-22 23:15:29.759033
839,2011-02-07,1,0,2,9,0,1,1,1,0.22,0.2727,0.8,0.0,3.0,115,118,2023-03-22 23:15:29.759033
840,2011-02-07,1,0,2,10,0,1,1,1,0.24,0.2576,0.75,0.1045,6.0,49,55,2023-03-22 23:15:29.759033
841,2011-02-07,1,0,2,11,0,1,1,1,0.3,0.3182,0.65,0.0896,11.0,36,47,2023-03-22 23:15:29.759033
842,2011-02-07,1,0,2,12,0,1,1,2,0.32,0.3485,0.62,0.0,7.0,59,66,2023-03-22 23:15:29.759033
843,2011-02-07,1,0,2,13,0,1,1,2,0.36,0.3636,0.57,0.0896,10.0,54,64,2023-03-22 23:15:29.759033
844,2011-02-07,1,0,2,14,0,1,1,2,0.36,0.3636,0.57,0.0896,8.0,52,60,2023-03-22 23:15:29.759033
845,2011-02-07,1,0,2,15,0,1,1,2,0.38,0.3939,0.54,0.0896,4.0,46,50,2023-03-22 23:15:29.759033
846,2011-02-07,1,0,2,16,0,1,1,2,0.36,0.3485,0.57,0.1343,16.0,98,114,2023-03-22 23:15:29.759033
847,2011-02-07,1,0,2,17,0,1,1,2,0.32,0.3182,0.7,0.1642,9.0,207,216,2023-03-22 23:15:29.759033
848,2011-02-07,1,0,2,18,0,1,1,2,0.34,0.3333,0.66,0.1343,5.0,170,175,2023-03-22 23:15:29.759033
849,2011-02-07,1,0,2,19,0,1,1,2,0.32,0.3485,0.7,0.0,5.0,123,128,2023-03-22 23:15:29.759033
850,2011-02-07,1,0,2,20,0,1,1,2,0.32,0.3333,0.7,0.1045,6.0,82,88,2023-03-22 23:15:29.759033
851,2011-02-07,1,0,2,21,0,1,1,1,0.32,0.3485,0.7,0.0,3.0,75,78,2023-03-22 23:15:29.759033
852,2011-02-07,1,0,2,22,0,1,1,1,0.28,0.303,0.81,0.0896,3.0,34,37,2023-03-22 23:15:29.759033
853,2011-02-07,1,0,2,23,0,1,1,2,0.3,0.3333,0.81,0.0,6.0,19,25,2023-03-22 23:15:29.759033
854,2011-02-08,1,0,2,0,0,2,1,2,0.28,0.3182,0.87,0.0,4.0,6,10,2023-03-22 23:15:29.759033
855,2011-02-08,1,0,2,1,0,2,1,2,0.28,0.3182,0.87,0.0,0.0,4,4,2023-03-22 23:15:29.759033
856,2011-02-08,1,0,2,2,0,2,1,2,0.26,0.2727,0.93,0.1045,1.0,1,2,2023-03-22 23:15:29.759033
857,2011-02-08,1,0,2,3,0,2,1,3,0.28,0.2727,0.93,0.1642,0.0,1,1,2023-03-22 23:15:29.759033
858,2011-02-08,1,0,2,4,0,2,1,1,0.26,0.2576,0.93,0.1642,0.0,3,3,2023-03-22 23:15:29.759033
859,2011-02-08,1,0,2,5,0,2,1,1,0.26,0.2273,0.81,0.3284,0.0,2,2,2023-03-22 23:15:29.759033
860,2011-02-08,1,0,2,6,0,2,1,1,0.26,0.2273,0.7,0.3284,0.0,39,39,2023-03-22 23:15:29.759033
861,2011-02-08,1,0,2,7,0,2,1,1,0.24,0.197,0.65,0.4179,3.0,97,100,2023-03-22 23:15:29.759033
862,2011-02-08,1,0,2,8,0,2,1,1,0.24,0.197,0.56,0.4925,7.0,236,243,2023-03-22 23:15:29.759033
863,2011-02-08,1,0,2,9,0,2,1,1,0.24,0.197,0.52,0.4925,7.0,128,135,2023-03-22 23:15:29.759033
864,2011-02-08,1,0,2,10,0,2,1,1,0.22,0.1818,0.47,0.5522,4.0,44,48,2023-03-22 23:15:29.759033
865,2011-02-08,1,0,2,11,0,2,1,1,0.22,0.1818,0.47,0.4627,1.0,49,50,2023-03-22 23:15:29.759033
866,2011-02-08,1,0,2,12,0,2,1,1,0.24,0.197,0.38,0.4925,2.0,63,65,2023-03-22 23:15:29.759033
867,2011-02-08,1,0,2,13,0,2,1,2,0.24,0.197,0.32,0.4478,2.0,48,50,2023-03-22 23:15:29.759033
868,2011-02-08,1,0,2,14,0,2,1,1,0.22,0.197,0.37,0.4179,3.0,61,64,2023-03-22 23:15:29.759033
869,2011-02-08,1,0,2,15,0,2,1,1,0.22,0.197,0.35,0.3881,6.0,45,51,2023-03-22 23:15:29.759033
870,2011-02-08,1,0,2,16,0,2,1,1,0.22,0.1818,0.35,0.5224,4.0,79,83,2023-03-22 23:15:29.759033
871,2011-02-08,1,0,2,17,0,2,1,1,0.22,0.1818,0.32,0.5821,4.0,172,176,2023-03-22 23:15:29.759033
872,2011-02-08,1,0,2,18,0,2,1,1,0.2,0.1818,0.32,0.3881,1.0,151,152,2023-03-22 23:15:29.759033
873,2011-02-08,1,0,2,19,0,2,1,1,0.16,0.1212,0.4,0.4627,1.0,100,101,2023-03-22 23:15:29.759033
874,2011-02-08,1,0,2,20,0,2,1,1,0.16,0.1364,0.4,0.3284,3.0,53,56,2023-03-22 23:15:29.759033
875,2011-02-08,1,0,2,21,0,2,1,1,0.14,0.1061,0.33,0.4627,8.0,46,54,2023-03-22 23:15:29.759033
876,2011-02-08,1,0,2,22,0,2,1,1,0.12,0.1061,0.33,0.3582,0.0,29,29,2023-03-22 23:15:29.759033
877,2011-02-08,1,0,2,23,0,2,1,1,0.12,0.1061,0.33,0.3284,3.0,9,12,2023-03-22 23:15:29.759033
878,2011-02-09,1,0,2,0,0,3,1,1,0.1,0.0758,0.36,0.3582,0.0,17,17,2023-03-22 23:15:29.759033
879,2011-02-09,1,0,2,1,0,3,1,1,0.1,0.1061,0.36,0.2239,0.0,7,7,2023-03-22 23:15:29.759033
880,2011-02-09,1,0,2,2,0,3,1,1,0.08,0.0758,0.38,0.2836,1.0,2,3,2023-03-22 23:15:29.759033
881,2011-02-09,1,0,2,3,0,3,1,1,0.06,0.0758,0.45,0.1343,0.0,2,2,2023-03-22 23:15:29.759033
882,2011-02-09,1,0,2,5,0,3,1,1,0.06,0.1061,0.45,0.1045,0.0,7,7,2023-03-22 23:15:29.759033
883,2011-02-09,1,0,2,6,0,3,1,1,0.06,0.1515,0.45,0.0,0.0,43,43,2023-03-22 23:15:29.759033
884,2011-02-09,1,0,2,7,0,3,1,1,0.06,0.1061,0.49,0.1045,4.0,95,99,2023-03-22 23:15:29.759033
885,2011-02-09,1,0,2,8,0,3,1,1,0.1,0.1364,0.42,0.0,1.0,198,199,2023-03-22 23:15:29.759033
886,2011-02-09,1,0,2,9,0,3,1,1,0.12,0.1364,0.39,0.1642,4.0,119,123,2023-03-22 23:15:29.759033
887,2011-02-09,1,0,2,10,0,3,1,1,0.14,0.1818,0.36,0.0,8.0,51,59,2023-03-22 23:15:29.759033
888,2011-02-09,1,0,2,11,0,3,1,2,0.14,0.1515,0.43,0.1642,1.0,40,41,2023-03-22 23:15:29.759033
889,2011-02-09,1,0,2,12,0,3,1,2,0.18,0.1818,0.4,0.2239,4.0,57,61,2023-03-22 23:15:29.759033
890,2011-02-09,1,0,2,13,0,3,1,1,0.18,0.1667,0.4,0.2537,2.0,67,69,2023-03-22 23:15:29.759033
891,2011-02-09,1,0,2,14,0,3,1,1,0.2,0.1818,0.34,0.2985,2.0,56,58,2023-03-22 23:15:29.759033
892,2011-02-09,1,0,2,15,0,3,1,2,0.2,0.1818,0.34,0.2836,3.0,61,64,2023-03-22 23:15:29.759033
893,2011-02-09,1,0,2,16,0,3,1,2,0.2,0.197,0.37,0.2537,7.0,72,79,2023-03-22 23:15:29.759033
894,2011-02-09,1,0,2,17,0,3,1,2,0.2,0.197,0.34,0.2537,9.0,157,166,2023-03-22 23:15:29.759033
895,2011-02-09,1,0,2,18,0,3,1,2,0.18,0.1667,0.47,0.2985,2.0,168,170,2023-03-22 23:15:29.759033
896,2011-02-09,1,0,2,19,0,3,1,3,0.14,0.1212,0.86,0.2537,1.0,87,88,2023-03-22 23:15:29.759033
897,2011-02-09,1,0,2,20,0,3,1,3,0.14,0.1515,0.86,0.1642,0.0,84,84,2023-03-22 23:15:29.759033
898,2011-02-09,1,0,2,21,0,3,1,2,0.14,0.1515,0.86,0.1642,0.0,83,83,2023-03-22 23:15:29.759033
899,2011-02-09,1,0,2,22,0,3,1,3,0.16,0.1667,0.8,0.1642,4.0,42,46,2023-03-22 23:15:29.759033
900,2011-02-09,1,0,2,23,0,3,1,3,0.16,0.1515,0.8,0.194,0.0,37,37,2023-03-22 23:15:29.759033
901,2011-02-10,1,0,2,0,0,4,1,3,0.14,0.1364,0.86,0.194,0.0,16,16,2023-03-22 23:15:29.759033
902,2011-02-10,1,0,2,1,0,4,1,3,0.14,0.1515,0.8,0.1343,0.0,7,7,2023-03-22 23:15:29.759033
903,2011-02-10,1,0,2,2,0,4,1,3,0.14,0.1515,0.8,0.1343,0.0,3,3,2023-03-22 23:15:29.759033
904,2011-02-10,1,0,2,4,0,4,1,2,0.14,0.1364,0.59,0.2239,0.0,1,1,2023-03-22 23:15:29.759033
905,2011-02-10,1,0,2,5,0,4,1,2,0.12,0.1212,0.5,0.2239,0.0,6,6,2023-03-22 23:15:29.759033
906,2011-02-10,1,0,2,6,0,4,1,2,0.12,0.1212,0.54,0.2836,0.0,26,26,2023-03-22 23:15:29.759033
907,2011-02-10,1,0,2,7,0,4,1,1,0.1,0.0758,0.5,0.4179,0.0,99,99,2023-03-22 23:15:29.759033
908,2011-02-10,1,0,2,8,0,4,1,1,0.1,0.0758,0.49,0.3284,5.0,173,178,2023-03-22 23:15:29.759033
909,2011-02-10,1,0,2,9,0,4,1,1,0.12,0.1061,0.42,0.3582,1.0,121,122,2023-03-22 23:15:29.759033
910,2011-02-10,1,0,2,10,0,4,1,1,0.12,0.1061,0.42,0.2985,1.0,34,35,2023-03-22 23:15:29.759033
911,2011-02-10,1,0,2,11,0,4,1,1,0.14,0.1212,0.39,0.3582,1.0,44,45,2023-03-22 23:15:29.759033
912,2011-02-10,1,0,2,12,0,4,1,1,0.16,0.1364,0.34,0.3881,4.0,65,69,2023-03-22 23:15:29.759033
913,2011-02-10,1,0,2,13,0,4,1,1,0.18,0.1667,0.29,0.2985,3.0,59,62,2023-03-22 23:15:29.759033
914,2011-02-10,1,0,2,14,0,4,1,1,0.2,0.1818,0.27,0.2836,6.0,42,48,2023-03-22 23:15:29.759033
915,2011-02-10,1,0,2,15,0,4,1,1,0.2,0.197,0.25,0.2537,0.0,50,50,2023-03-22 23:15:29.759033
916,2011-02-10,1,0,2,16,0,4,1,1,0.2,0.1818,0.27,0.2985,4.0,76,80,2023-03-22 23:15:29.759033
917,2011-02-10,1,0,2,17,0,4,1,1,0.18,0.1818,0.26,0.194,6.0,159,165,2023-03-22 23:15:29.759033
918,2011-02-10,1,0,2,18,0,4,1,1,0.16,0.1818,0.28,0.1343,3.0,157,160,2023-03-22 23:15:29.759033
919,2011-02-10,1,0,2,19,0,4,1,1,0.14,0.1667,0.28,0.1045,2.0,110,112,2023-03-22 23:15:29.759033
920,2011-02-10,1,0,2,20,0,4,1,1,0.14,0.1818,0.31,0.0896,4.0,93,97,2023-03-22 23:15:29.759033
921,2011-02-10,1,0,2,21,0,4,1,1,0.14,0.2121,0.39,0.0,2.0,70,72,2023-03-22 23:15:29.759033
922,2011-02-10,1,0,2,22,0,4,1,1,0.12,0.197,0.39,0.0,4.0,47,51,2023-03-22 23:15:29.759033
923,2011-02-10,1,0,2,23,0,4,1,1,0.12,0.1515,0.42,0.1045,1.0,33,34,2023-03-22 23:15:29.759033
924,2011-02-11,1,0,2,0,0,5,1,1,0.1,0.1364,0.49,0.1045,2.0,12,14,2023-03-22 23:15:29.759033
925,2011-02-11,1,0,2,1,0,5,1,1,0.1,0.1364,0.54,0.0896,1.0,6,7,2023-03-22 23:15:29.759033
926,2011-02-11,1,0,2,2,0,5,1,1,0.1,0.1364,0.54,0.0896,0.0,3,3,2023-03-22 23:15:29.759033
927,2011-02-11,1,0,2,5,0,5,1,1,0.08,0.1212,0.63,0.0896,0.0,4,4,2023-03-22 23:15:29.759033
928,2011-02-11,1,0,2,6,0,5,1,1,0.1,0.1818,0.68,0.0,1.0,23,24,2023-03-22 23:15:29.759033
929,2011-02-11,1,0,2,7,0,5,1,1,0.08,0.1667,0.73,0.0,1.0,73,74,2023-03-22 23:15:29.759033
930,2011-02-11,1,0,2,8,0,5,1,1,0.1,0.1212,0.74,0.1642,4.0,212,216,2023-03-22 23:15:29.759033
931,2011-02-11,1,0,2,9,0,5,1,1,0.12,0.1212,0.74,0.2239,8.0,132,140,2023-03-22 23:15:29.759033
932,2011-02-11,1,0,2,10,0,5,1,1,0.14,0.1364,0.69,0.194,5.0,39,44,2023-03-22 23:15:29.759033
933,2011-02-11,1,0,2,11,0,5,1,1,0.22,0.2273,0.47,0.1343,12.0,52,64,2023-03-22 23:15:29.759033
934,2011-02-11,1,0,2,12,0,5,1,1,0.22,0.2273,0.47,0.1343,7.0,64,71,2023-03-22 23:15:29.759033
935,2011-02-11,1,0,2,13,0,5,1,1,0.24,0.2273,0.35,0.194,21.0,89,110,2023-03-22 23:15:29.759033
936,2011-02-11,1,0,2,14,0,5,1,1,0.3,0.2879,0.26,0.2537,17.0,67,84,2023-03-22 23:15:29.759033
937,2011-02-11,1,0,2,15,0,5,1,1,0.32,0.3182,0.21,0.1642,12.0,62,74,2023-03-22 23:15:29.759033
938,2011-02-11,1,0,2,16,0,5,1,1,0.3,0.2879,0.28,0.194,14.0,111,125,2023-03-22 23:15:29.759033
939,2011-02-11,1,0,2,17,0,5,1,1,0.3,0.3333,0.24,0.0,18.0,193,211,2023-03-22 23:15:29.759033
940,2011-02-11,1,0,2,18,0,5,1,1,0.28,0.3182,0.28,0.0,9.0,165,174,2023-03-22 23:15:29.759033
941,2011-02-11,1,0,2,19,0,5,1,1,0.26,0.303,0.33,0.0,7.0,94,101,2023-03-22 23:15:29.759033
942,2011-02-11,1,0,2,20,0,5,1,1,0.22,0.2273,0.55,0.1343,2.0,61,63,2023-03-22 23:15:29.759033
943,2011-02-11,1,0,2,21,0,5,1,1,0.2,0.2121,0.59,0.1343,1.0,46,47,2023-03-22 23:15:29.759033
944,2011-02-11,1,0,2,22,0,5,1,1,0.2,0.2273,0.64,0.0896,2.0,41,43,2023-03-22 23:15:29.759033
945,2011-02-11,1,0,2,23,0,5,1,1,0.18,0.2424,0.69,0.0,5.0,48,53,2023-03-22 23:15:29.759033
946,2011-02-12,1,0,2,0,0,6,0,1,0.16,0.197,0.69,0.0896,3.0,27,30,2023-03-22 23:15:29.759033
947,2011-02-12,1,0,2,1,0,6,0,1,0.14,0.2121,0.86,0.0,2.0,22,24,2023-03-22 23:15:29.759033
948,2011-02-12,1,0,2,2,0,6,0,1,0.14,0.2121,0.8,0.0,2.0,13,15,2023-03-22 23:15:29.759033
949,2011-02-12,1,0,2,3,0,6,0,1,0.12,0.197,0.8,0.0,3.0,7,10,2023-03-22 23:15:29.759033
950,2011-02-12,1,0,2,4,0,6,0,1,0.12,0.1667,0.74,0.0896,0.0,4,4,2023-03-22 23:15:29.759033
951,2011-02-12,1,0,2,5,0,6,0,1,0.12,0.1667,0.74,0.0896,0.0,1,1,2023-03-22 23:15:29.759033
952,2011-02-12,1,0,2,6,0,6,0,1,0.12,0.1364,0.93,0.194,1.0,1,2,2023-03-22 23:15:29.759033
953,2011-02-12,1,0,2,7,0,6,0,1,0.12,0.1515,0.8,0.1045,2.0,9,11,2023-03-22 23:15:29.759033
954,2011-02-12,1,0,2,8,0,6,0,1,0.14,0.1515,0.86,0.1343,2.0,28,30,2023-03-22 23:15:29.759033
955,2011-02-12,1,0,2,9,0,6,0,1,0.16,0.1818,0.64,0.1343,5.0,38,43,2023-03-22 23:15:29.759033
956,2011-02-12,1,0,2,10,0,6,0,1,0.22,0.2121,0.41,0.2537,13.0,71,84,2023-03-22 23:15:29.759033
957,2011-02-12,1,0,2,11,0,6,0,1,0.3,0.2727,0.28,0.3284,30.0,84,114,2023-03-22 23:15:29.759033
958,2011-02-12,1,0,2,12,0,6,0,1,0.3,0.2727,0.39,0.4627,27.0,93,120,2023-03-22 23:15:29.759033
959,2011-02-12,1,0,2,13,0,6,0,1,0.3,0.2727,0.39,0.4179,32.0,103,135,2023-03-22 23:15:29.759033
960,2011-02-12,1,0,2,14,0,6,0,1,0.34,0.3182,0.31,0.2836,30.0,90,120,2023-03-22 23:15:29.759033
