instant,date,season,year,month,hour,holiday,weekday,day_type,weather,temperature,warming_sensation,humidity,windspeed,casual,registered,count,last_modified
2653,2011-04-25,summer,2011,Apr,10,0,Mon,Working_day,Clear,0.64,0.6061,0.73,0.2239,61.0,64,125,2023-03-26 04:01:44.335810
2654,2011-04-25,summer,2011,Apr,11,0,Mon,Working_day,Clear,0.64,0.6061,0.73,0.2239,53.0,94,147,2023-03-26 04:01:44.335810
2655,2011-04-25,summer,2011,Apr,12,0,Mon,Working_day,Clear,0.66,0.6212,0.74,0.2537,48.0,140,188,2023-03-26 04:01:44.335810
2656,2011-04-25,summer,2011,Apr,13,0,Mon,Working_day,Clear,0.7,0.6515,0.65,0.2239,57.0,146,203,2023-03-26 04:01:44.335810
2657,2011-04-25,summer,2011,Apr,14,0,Mon,Working_day,Clear,0.72,0.6667,0.54,0.2239,47.0,99,146,2023-03-26 04:01:44.335810
2658,2011-04-25,summer,2011,Apr,15,0,Mon,Working_day,Clear,0.74,0.6667,0.51,0.2239,50.0,125,175,2023-03-26 04:01:44.335810
2659,2011-04-25,summer,2011,Apr,16,0,Mon,Working_day,Clear,0.7,0.6515,0.54,0.3582,41.0,198,239,2023-03-26 04:01:44.335810
2660,2011-04-25,summer,2011,Apr,17,0,Mon,Working_day,Clear,0.7,0.6515,0.54,0.2985,80.0,441,521,2023-03-26 04:01:44.335810
2661,2011-04-25,summer,2011,Apr,18,0,Mon,Working_day,Clear,0.68,0.6364,0.57,0.3582,74.0,425,499,2023-03-26 04:01:44.335810
2662,2011-04-25,summer,2011,Apr,19,0,Mon,Working_day,Clear,0.66,0.6212,0.57,0.3284,62.0,320,382,2023-03-26 04:01:44.335810
2663,2011-04-25,summer,2011,Apr,20,0,Mon,Working_day,Clear,0.66,0.6212,0.61,0.2836,42.0,195,237,2023-03-26 04:01:44.335810
2664,2011-04-25,summer,2011,Apr,21,0,Mon,Working_day,Clear,0.62,0.6061,0.69,0.2537,41.0,149,190,2023-03-26 04:01:44.335810
2665,2011-04-25,summer,2011,Apr,22,0,Mon,Working_day,Clear,0.6,0.5909,0.73,0.2985,23.0,83,106,2023-03-26 04:01:44.335810
2666,2011-04-25,summer,2011,Apr,23,0,Mon,Working_day,Clear,0.58,0.5455,0.78,0.2836,9.0,53,62,2023-03-26 04:01:44.335810
2667,2011-04-26,summer,2011,Apr,0,0,Tue,Working_day,Clear,0.62,0.6061,0.69,0.2836,10.0,17,27,2023-03-26 04:01:44.335810
2668,2011-04-26,summer,2011,Apr,1,0,Tue,Working_day,Clear,0.62,0.5909,0.73,0.2836,16.0,5,21,2023-03-26 04:01:44.335810
2669,2011-04-26,summer,2011,Apr,2,0,Tue,Working_day,Clear,0.56,0.5303,0.83,0.3284,17.0,9,26,2023-03-26 04:01:44.335810
2670,2011-04-26,summer,2011,Apr,3,0,Tue,Working_day,Clear,0.54,0.5152,0.88,0.2836,17.0,4,21,2023-03-26 04:01:44.335810
2671,2011-04-26,summer,2011,Apr,4,0,Tue,Working_day,Clear,0.56,0.5303,0.83,0.2537,2.0,4,6,2023-03-26 04:01:44.335810
2672,2011-04-26,summer,2011,Apr,5,0,Tue,Working_day,Clear,0.54,0.5152,0.88,0.2537,0.0,16,16,2023-03-26 04:01:44.335810
2673,2011-04-26,summer,2011,Apr,6,0,Tue,Working_day,Clear,0.56,0.5303,0.88,0.2239,0.0,80,80,2023-03-26 04:01:44.335810
2674,2011-04-26,summer,2011,Apr,7,0,Tue,Working_day,Clear,0.58,0.5455,0.83,0.2985,16.0,254,270,2023-03-26 04:01:44.335810
2675,2011-04-26,summer,2011,Apr,8,0,Tue,Working_day,Clear,0.58,0.5455,0.83,0.2985,32.0,417,449,2023-03-26 04:01:44.335810
2676,2011-04-26,summer,2011,Apr,9,0,Tue,Working_day,Clear,0.64,0.6061,0.73,0.3582,35.0,164,199,2023-03-26 04:01:44.335810
2677,2011-04-26,summer,2011,Apr,10,0,Tue,Working_day,Clear,0.66,0.6212,0.69,0.3582,22.0,98,120,2023-03-26 04:01:44.335810
2678,2011-04-26,summer,2011,Apr,11,0,Tue,Working_day,Clear,0.68,0.6364,0.65,0.3881,40.0,132,172,2023-03-26 04:01:44.335810
2679,2011-04-26,summer,2011,Apr,12,0,Tue,Working_day,Clear,0.7,0.6515,0.61,0.4179,40.0,146,186,2023-03-26 04:01:44.335810
2680,2011-04-26,summer,2011,Apr,13,0,Tue,Working_day,Clear,0.74,0.6667,0.51,0.4478,37.0,139,176,2023-03-26 04:01:44.335810
2681,2011-04-26,summer,2011,Apr,14,0,Tue,Working_day,Clear,0.72,0.6667,0.58,0.3284,40.0,115,155,2023-03-26 04:01:44.335810
2682,2011-04-26,summer,2011,Apr,15,0,Tue,Working_day,Clear,0.7,0.6515,0.61,0.3582,34.0,119,153,2023-03-26 04:01:44.335810
2683,2011-04-26,summer,2011,Apr,16,0,Tue,Working_day,Clear,0.7,0.6515,0.58,0.3881,40.0,251,291,2023-03-26 04:01:44.335810
2684,2011-04-26,summer,2011,Apr,17,0,Tue,Working_day,Clear,0.68,0.6364,0.61,0.3582,66.0,455,521,2023-03-26 04:01:44.335810
2685,2011-04-26,summer,2011,Apr,18,0,Tue,Working_day,Clear,0.68,0.6364,0.65,0.4478,65.0,463,528,2023-03-26 04:01:44.335810
2686,2011-04-26,summer,2011,Apr,19,0,Tue,Working_day,Clear,0.64,0.6061,0.73,0.4179,42.0,286,328,2023-03-26 04:01:44.335810
2687,2011-04-26,summer,2011,Apr,20,0,Tue,Working_day,Clear,0.64,0.6061,0.73,0.3582,35.0,199,234,2023-03-26 04:01:44.335810
2688,2011-04-26,summer,2011,Apr,21,0,Tue,Working_day,Clear,0.62,0.5909,0.78,0.2836,33.0,162,195,2023-03-26 04:01:44.335810
2689,2011-04-26,summer,2011,Apr,22,0,Tue,Working_day,Mist,0.6,0.5606,0.83,0.194,32.0,116,148,2023-03-26 04:01:44.335810
2690,2011-04-26,summer,2011,Apr,23,0,Tue,Working_day,Mist,0.6,0.5606,0.83,0.2239,7.0,71,78,2023-03-26 04:01:44.335810
2691,2011-04-27,summer,2011,Apr,0,0,Wed,Working_day,Clear,0.6,0.5606,0.83,0.2239,3.0,24,27,2023-03-26 04:01:44.335810
2692,2011-04-27,summer,2011,Apr,1,0,Wed,Working_day,Clear,0.6,0.5606,0.83,0.2537,2.0,15,17,2023-03-26 04:01:44.335810
2693,2011-04-27,summer,2011,Apr,2,0,Wed,Working_day,Clear,0.58,0.5455,0.88,0.2537,0.0,5,5,2023-03-26 04:01:44.335810
2694,2011-04-27,summer,2011,Apr,3,0,Wed,Working_day,Mist,0.58,0.5455,0.88,0.2836,3.0,4,7,2023-03-26 04:01:44.335810
2695,2011-04-27,summer,2011,Apr,4,0,Wed,Working_day,Clear,0.56,0.5303,0.94,0.2239,0.0,6,6,2023-03-26 04:01:44.335810
2696,2011-04-27,summer,2011,Apr,5,0,Wed,Working_day,Mist,0.56,0.5303,0.94,0.2537,1.0,16,17,2023-03-26 04:01:44.335810
2697,2011-04-27,summer,2011,Apr,6,0,Wed,Working_day,Clear,0.56,0.5303,0.94,0.2537,5.0,79,84,2023-03-26 04:01:44.335810
2698,2011-04-27,summer,2011,Apr,7,0,Wed,Working_day,Mist,0.58,0.5455,0.88,0.2836,17.0,229,246,2023-03-26 04:01:44.335810
2699,2011-04-27,summer,2011,Apr,8,0,Wed,Working_day,Mist,0.58,0.5455,0.88,0.3284,31.0,413,444,2023-03-26 04:01:44.335810
2700,2011-04-27,summer,2011,Apr,9,0,Wed,Working_day,Mist,0.6,0.5455,0.88,0.4179,20.0,161,181,2023-03-26 04:01:44.335810
2701,2011-04-27,summer,2011,Apr,10,0,Wed,Working_day,Mist,0.62,0.5758,0.83,0.2836,26.0,66,92,2023-03-26 04:01:44.335810
2702,2011-04-27,summer,2011,Apr,11,0,Wed,Working_day,Mist,0.64,0.5909,0.78,0.2836,53.0,103,156,2023-03-26 04:01:44.335810
2703,2011-04-27,summer,2011,Apr,12,0,Wed,Working_day,Clear,0.66,0.6061,0.78,0.3284,38.0,135,173,2023-03-26 04:01:44.335810
2704,2011-04-27,summer,2011,Apr,13,0,Wed,Working_day,Clear,0.64,0.5909,0.78,0.2985,31.0,119,150,2023-03-26 04:01:44.335810
2705,2011-04-27,summer,2011,Apr,14,0,Wed,Working_day,Clear,0.68,0.6364,0.74,0.2836,29.0,119,148,2023-03-26 04:01:44.335810
2706,2011-04-27,summer,2011,Apr,15,0,Wed,Working_day,Clear,0.7,0.6515,0.65,0.4925,18.0,120,138,2023-03-26 04:01:44.335810
2707,2011-04-27,summer,2011,Apr,16,0,Wed,Working_day,Clear,0.7,0.6515,0.7,0.3881,29.0,189,218,2023-03-26 04:01:44.335810
2708,2011-04-27,summer,2011,Apr,17,0,Wed,Working_day,Light Snow,0.66,0.6061,0.83,0.3881,63.0,458,521,2023-03-26 04:01:44.335810
2709,2011-04-27,summer,2011,Apr,18,0,Wed,Working_day,Light Snow,0.66,0.6061,0.83,0.3881,46.0,366,412,2023-03-26 04:01:44.335810
2710,2011-04-27,summer,2011,Apr,19,0,Wed,Working_day,Clear,0.62,0.5909,0.78,0.2836,40.0,220,260,2023-03-26 04:01:44.335810
2711,2011-04-27,summer,2011,Apr,20,0,Wed,Working_day,Clear,0.64,0.5758,0.83,0.3284,30.0,188,218,2023-03-26 04:01:44.335810
2712,2011-04-27,summer,2011,Apr,21,0,Wed,Working_day,Clear,0.62,0.5606,0.88,0.2836,19.0,126,145,2023-03-26 04:01:44.335810
2713,2011-04-27,summer,2011,Apr,22,0,Wed,Working_day,Mist,0.62,0.5606,0.88,0.3284,18.0,111,129,2023-03-26 04:01:44.335810
2714,2011-04-27,summer,2011,Apr,23,0,Wed,Working_day,Mist,0.62,0.5606,0.88,0.3582,25.0,53,78,2023-03-26 04:01:44.335810
2715,2011-04-28,summer,2011,Apr,0,0,Thu,Working_day,Clear,0.64,0.5909,0.78,0.3582,13.0,41,54,2023-03-26 04:01:44.335810
2716,2011-04-28,summer,2011,Apr,1,0,Thu,Working_day,Mist,0.62,0.5758,0.83,0.3881,8.0,12,20,2023-03-26 04:01:44.335810
2717,2011-04-28,summer,2011,Apr,2,0,Thu,Working_day,Mist,0.62,0.5758,0.83,0.4478,14.0,7,21,2023-03-26 04:01:44.335810
2718,2011-04-28,summer,2011,Apr,3,0,Thu,Working_day,Mist,0.64,0.5909,0.78,0.3881,2.0,1,3,2023-03-26 04:01:44.335810
2719,2011-04-28,summer,2011,Apr,4,0,Thu,Working_day,Mist,0.62,0.5758,0.83,0.4179,4.0,5,9,2023-03-26 04:01:44.335810
2720,2011-04-28,summer,2011,Apr,5,0,Thu,Working_day,Mist,0.62,0.5758,0.83,0.3881,0.0,13,13,2023-03-26 04:01:44.335810
2721,2011-04-28,summer,2011,Apr,6,0,Thu,Working_day,Mist,0.64,0.5909,0.78,0.4627,7.0,79,86,2023-03-26 04:01:44.335810
2722,2011-04-28,summer,2011,Apr,7,0,Thu,Working_day,Mist,0.64,0.5909,0.78,0.4478,14.0,201,215,2023-03-26 04:01:44.335810
2723,2011-04-28,summer,2011,Apr,8,0,Thu,Working_day,Mist,0.66,0.6061,0.78,0.4478,31.0,367,398,2023-03-26 04:01:44.335810
2724,2011-04-28,summer,2011,Apr,9,0,Thu,Working_day,Light Snow,0.62,0.5606,0.88,0.3284,18.0,165,183,2023-03-26 04:01:44.335810
2725,2011-04-28,summer,2011,Apr,10,0,Thu,Working_day,Mist,0.62,0.5606,0.88,0.2836,9.0,45,54,2023-03-26 04:01:44.335810
2726,2011-04-28,summer,2011,Apr,11,0,Thu,Working_day,Mist,0.62,0.5758,0.83,0.2836,10.0,74,84,2023-03-26 04:01:44.335810
2727,2011-04-28,summer,2011,Apr,12,0,Thu,Working_day,Mist,0.62,0.5909,0.78,0.2537,23.0,84,107,2023-03-26 04:01:44.335810
2728,2011-04-28,summer,2011,Apr,13,0,Thu,Working_day,Mist,0.62,0.5758,0.83,0.2985,18.0,103,121,2023-03-26 04:01:44.335810
2729,2011-04-28,summer,2011,Apr,14,0,Thu,Working_day,Clear,0.62,0.5758,0.83,0.2985,21.0,121,142,2023-03-26 04:01:44.335810
2730,2011-04-28,summer,2011,Apr,15,0,Thu,Working_day,Clear,0.66,0.6212,0.69,0.3284,46.0,117,163,2023-03-26 04:01:44.335810
2731,2011-04-28,summer,2011,Apr,16,0,Thu,Working_day,Clear,0.62,0.5909,0.78,0.2537,42.0,228,270,2023-03-26 04:01:44.335810
2732,2011-04-28,summer,2011,Apr,17,0,Thu,Working_day,Clear,0.64,0.6212,0.47,0.3582,49.0,406,455,2023-03-26 04:01:44.335810
2733,2011-04-28,summer,2011,Apr,18,0,Thu,Working_day,Clear,0.64,0.6212,0.47,0.3582,44.0,486,530,2023-03-26 04:01:44.335810
2734,2011-04-28,summer,2011,Apr,19,0,Thu,Working_day,Clear,0.62,0.6212,0.43,0.2985,57.0,347,404,2023-03-26 04:01:44.335810
2735,2011-04-28,summer,2011,Apr,20,0,Thu,Working_day,Clear,0.58,0.5455,0.43,0.2239,49.0,220,269,2023-03-26 04:01:44.335810
2736,2011-04-28,summer,2011,Apr,21,0,Thu,Working_day,Clear,0.56,0.5303,0.46,0.1343,27.0,167,194,2023-03-26 04:01:44.335810
2737,2011-04-28,summer,2011,Apr,22,0,Thu,Working_day,Clear,0.54,0.5152,0.45,0.1642,34.0,119,153,2023-03-26 04:01:44.335810
2738,2011-04-28,summer,2011,Apr,23,0,Thu,Working_day,Clear,0.54,0.5152,0.39,0.0896,29.0,81,110,2023-03-26 04:01:44.335810
2739,2011-04-29,summer,2011,Apr,0,0,Fri,Working_day,Clear,0.52,0.5,0.39,0.2836,11.0,37,48,2023-03-26 04:01:44.335810
2740,2011-04-29,summer,2011,Apr,1,0,Fri,Working_day,Clear,0.5,0.4848,0.45,0.0896,10.0,21,31,2023-03-26 04:01:44.335810
2741,2011-04-29,summer,2011,Apr,2,0,Fri,Working_day,Clear,0.46,0.4545,0.63,0.1045,2.0,8,10,2023-03-26 04:01:44.335810
2742,2011-04-29,summer,2011,Apr,3,0,Fri,Working_day,Clear,0.46,0.4545,0.59,0.0896,1.0,4,5,2023-03-26 04:01:44.335810
2743,2011-04-29,summer,2011,Apr,4,0,Fri,Working_day,Clear,0.46,0.4545,0.51,0.1343,0.0,6,6,2023-03-26 04:01:44.335810
2744,2011-04-29,summer,2011,Apr,5,0,Fri,Working_day,Clear,0.46,0.4545,0.47,0.1343,0.0,25,25,2023-03-26 04:01:44.335810
2745,2011-04-29,summer,2011,Apr,6,0,Fri,Working_day,Clear,0.5,0.4848,0.45,0.2836,4.0,67,71,2023-03-26 04:01:44.335810
2746,2011-04-29,summer,2011,Apr,7,0,Fri,Working_day,Clear,0.52,0.5,0.42,0.194,18.0,222,240,2023-03-26 04:01:44.335810
2747,2011-04-29,summer,2011,Apr,8,0,Fri,Working_day,Clear,0.54,0.5152,0.39,0.2985,35.0,386,421,2023-03-26 04:01:44.335810
2748,2011-04-29,summer,2011,Apr,9,0,Fri,Working_day,Clear,0.54,0.5152,0.39,0.3284,45.0,185,230,2023-03-26 04:01:44.335810
2749,2011-04-29,summer,2011,Apr,10,0,Fri,Working_day,Clear,0.56,0.5303,0.4,0.2836,57.0,99,156,2023-03-26 04:01:44.335810
2750,2011-04-29,summer,2011,Apr,11,0,Fri,Working_day,Clear,0.6,0.6212,0.38,0.2239,49.0,108,157,2023-03-26 04:01:44.335810
2751,2011-04-29,summer,2011,Apr,12,0,Fri,Working_day,Clear,0.56,0.5303,0.37,0.2836,63.0,160,223,2023-03-26 04:01:44.335810
2752,2011-04-29,summer,2011,Apr,13,0,Fri,Working_day,Clear,0.56,0.5303,0.37,0.2985,74.0,234,308,2023-03-26 04:01:44.335810
2753,2011-04-29,summer,2011,Apr,14,0,Fri,Working_day,Clear,0.6,0.6212,0.35,0.3284,58.0,190,248,2023-03-26 04:01:44.335810
2754,2011-04-29,summer,2011,Apr,15,0,Fri,Working_day,Mist,0.56,0.5303,0.4,0.2985,77.0,175,252,2023-03-26 04:01:44.335810
2755,2011-04-29,summer,2011,Apr,16,0,Fri,Working_day,Mist,0.54,0.5152,0.42,0.3582,59.0,240,299,2023-03-26 04:01:44.335810
2756,2011-04-29,summer,2011,Apr,17,0,Fri,Working_day,Mist,0.52,0.5,0.45,0.3881,75.0,433,508,2023-03-26 04:01:44.335810
2757,2011-04-29,summer,2011,Apr,18,0,Fri,Working_day,Clear,0.52,0.5,0.48,0.3582,55.0,384,439,2023-03-26 04:01:44.335810
2758,2011-04-29,summer,2011,Apr,19,0,Fri,Working_day,Clear,0.46,0.4545,0.55,0.3284,40.0,230,270,2023-03-26 04:01:44.335810
2759,2011-04-29,summer,2011,Apr,20,0,Fri,Working_day,Clear,0.48,0.4697,0.48,0.2239,34.0,160,194,2023-03-26 04:01:44.335810
2760,2011-04-29,summer,2011,Apr,21,0,Fri,Working_day,Clear,0.46,0.4545,0.51,0.194,50.0,145,195,2023-03-26 04:01:44.335810
2761,2011-04-29,summer,2011,Apr,22,0,Fri,Working_day,Clear,0.42,0.4242,0.58,0.1642,36.0,110,146,2023-03-26 04:01:44.335810
2762,2011-04-29,summer,2011,Apr,23,0,Fri,Working_day,Mist,0.44,0.4394,0.54,0.0896,25.0,88,113,2023-03-26 04:01:44.335810
2763,2011-04-30,summer,2011,Apr,0,0,Sat,Holyday,Mist,0.44,0.4394,0.54,0.2537,33.0,73,106,2023-03-26 04:01:44.335810
2764,2011-04-30,summer,2011,Apr,1,0,Sat,Holyday,Mist,0.44,0.4394,0.54,0.1642,15.0,59,74,2023-03-26 04:01:44.335810
2765,2011-04-30,summer,2011,Apr,2,0,Sat,Holyday,Mist,0.44,0.4394,0.54,0.2239,12.0,53,65,2023-03-26 04:01:44.335810
2766,2011-04-30,summer,2011,Apr,3,0,Sat,Holyday,Mist,0.42,0.4242,0.54,0.194,4.0,13,17,2023-03-26 04:01:44.335810
2767,2011-04-30,summer,2011,Apr,4,0,Sat,Holyday,Mist,0.42,0.4242,0.54,0.2239,2.0,5,7,2023-03-26 04:01:44.335810
2768,2011-04-30,summer,2011,Apr,5,0,Sat,Holyday,Clear,0.42,0.4242,0.54,0.3881,3.0,4,7,2023-03-26 04:01:44.335810
2769,2011-04-30,summer,2011,Apr,6,0,Sat,Holyday,Clear,0.4,0.4091,0.58,0.2836,10.0,11,21,2023-03-26 04:01:44.335810
2770,2011-04-30,summer,2011,Apr,7,0,Sat,Holyday,Clear,0.4,0.4091,0.54,0.3881,21.0,27,48,2023-03-26 04:01:44.335810
2771,2011-04-30,summer,2011,Apr,8,0,Sat,Holyday,Clear,0.4,0.4091,0.54,0.2985,21.0,70,91,2023-03-26 04:01:44.335810
2772,2011-04-30,summer,2011,Apr,9,0,Sat,Holyday,Clear,0.44,0.4394,0.51,0.3582,35.0,121,156,2023-03-26 04:01:44.335810
2773,2011-04-30,summer,2011,Apr,10,0,Sat,Holyday,Clear,0.48,0.4697,0.44,0.3881,94.0,185,279,2023-03-26 04:01:44.335810
2774,2011-04-30,summer,2011,Apr,11,0,Sat,Holyday,Clear,0.5,0.4848,0.42,0.3582,120.0,201,321,2023-03-26 04:01:44.335810
2775,2011-04-30,summer,2011,Apr,12,0,Sat,Holyday,Clear,0.52,0.5,0.42,0.3881,178.0,238,416,2023-03-26 04:01:44.335810
2776,2011-04-30,summer,2011,Apr,13,0,Sat,Holyday,Clear,0.54,0.5152,0.39,0.2985,185.0,270,455,2023-03-26 04:01:44.335810
2777,2011-04-30,summer,2011,Apr,14,0,Sat,Holyday,Clear,0.54,0.5152,0.39,0.2239,184.0,268,452,2023-03-26 04:01:44.335810
2778,2011-04-30,summer,2011,Apr,15,0,Sat,Holyday,Clear,0.56,0.5303,0.37,0.1343,217.0,282,499,2023-03-26 04:01:44.335810
2779,2011-04-30,summer,2011,Apr,16,0,Sat,Holyday,Clear,0.58,0.5455,0.37,0.194,191.0,273,464,2023-03-26 04:01:44.335810
2780,2011-04-30,summer,2011,Apr,17,0,Sat,Holyday,Clear,0.56,0.5303,0.43,0.1343,162.0,245,407,2023-03-26 04:01:44.335810
2781,2011-04-30,summer,2011,Apr,18,0,Sat,Holyday,Clear,0.54,0.5152,0.43,0.1343,134.0,237,371,2023-03-26 04:01:44.335810
2782,2011-04-30,summer,2011,Apr,19,0,Sat,Holyday,Clear,0.54,0.5152,0.43,0.1343,150.0,237,387,2023-03-26 04:01:44.335810
2783,2011-04-30,summer,2011,Apr,20,0,Sat,Holyday,Clear,0.44,0.4394,0.62,0.1343,65.0,159,224,2023-03-26 04:01:44.335810
2784,2011-04-30,summer,2011,Apr,21,0,Sat,Holyday,Clear,0.44,0.4394,0.62,0.1343,58.0,119,177,2023-03-26 04:01:44.335810
2785,2011-04-30,summer,2011,Apr,22,0,Sat,Holyday,Clear,0.44,0.4394,0.67,0.1045,37.0,106,143,2023-03-26 04:01:44.335810
2786,2011-04-30,summer,2011,Apr,23,0,Sat,Holyday,Clear,0.44,0.4394,0.67,0.1045,34.0,91,125,2023-03-26 04:01:44.335810
2787,2011-05-01,summer,2011,May,0,0,Sun,Holyday,Clear,0.42,0.4242,0.67,0.0896,19.0,77,96,2023-03-26 04:01:44.335810
2788,2011-05-01,summer,2011,May,1,0,Sun,Holyday,Clear,0.42,0.4242,0.69,0.1045,9.0,50,59,2023-03-26 04:01:44.335810
2789,2011-05-01,summer,2011,May,2,0,Sun,Holyday,Clear,0.42,0.4242,0.77,0.1045,7.0,43,50,2023-03-26 04:01:44.335810
2790,2011-05-01,summer,2011,May,3,0,Sun,Holyday,Clear,0.4,0.4091,0.82,0.1045,8.0,15,23,2023-03-26 04:01:44.335810
2791,2011-05-01,summer,2011,May,4,0,Sun,Holyday,Clear,0.4,0.4091,0.76,0.1045,6.0,11,17,2023-03-26 04:01:44.335810
2792,2011-05-01,summer,2011,May,5,0,Sun,Holyday,Clear,0.4,0.4091,0.82,0.0896,0.0,10,10,2023-03-26 04:01:44.335810
2793,2011-05-01,summer,2011,May,6,0,Sun,Holyday,Mist,0.4,0.4091,0.82,0.0896,4.0,9,13,2023-03-26 04:01:44.335810
2794,2011-05-01,summer,2011,May,7,0,Sun,Holyday,Mist,0.42,0.4242,0.77,0.0896,7.0,26,33,2023-03-26 04:01:44.335810
2795,2011-05-01,summer,2011,May,8,0,Sun,Holyday,Mist,0.44,0.4394,0.77,0.1343,16.0,43,59,2023-03-26 04:01:44.335810
2796,2011-05-01,summer,2011,May,9,0,Sun,Holyday,Mist,0.46,0.4545,0.72,0.1343,45.0,96,141,2023-03-26 04:01:44.335810
2797,2011-05-01,summer,2011,May,10,0,Sun,Holyday,Mist,0.48,0.4697,0.63,0.194,109.0,155,264,2023-03-26 04:01:44.335810
2798,2011-05-01,summer,2011,May,11,0,Sun,Holyday,Clear,0.46,0.4545,0.82,0.1045,109.0,141,250,2023-03-26 04:01:44.335810
2799,2011-05-01,summer,2011,May,12,0,Sun,Holyday,Mist,0.48,0.4697,0.77,0.1045,109.0,172,281,2023-03-26 04:01:44.335810
2800,2011-05-01,summer,2011,May,13,0,Sun,Holyday,Mist,0.5,0.4848,0.63,0.1642,123.0,209,332,2023-03-26 04:01:44.335810
2801,2011-05-01,summer,2011,May,14,0,Sun,Holyday,Mist,0.5,0.4848,0.68,0.1045,85.0,153,238,2023-03-26 04:01:44.335810
2802,2011-05-01,summer,2011,May,15,0,Sun,Holyday,Mist,0.5,0.4848,0.72,0.0,113.0,153,266,2023-03-26 04:01:44.335810
2803,2011-05-01,summer,2011,May,16,0,Sun,Holyday,Mist,0.5,0.4848,0.72,0.194,75.0,139,214,2023-03-26 04:01:44.335810
2804,2011-05-01,summer,2011,May,17,0,Sun,Holyday,Mist,0.48,0.4697,0.82,0.2537,60.0,136,196,2023-03-26 04:01:44.335810
2805,2011-05-01,summer,2011,May,18,0,Sun,Holyday,Mist,0.46,0.4545,0.82,0.0896,33.0,126,159,2023-03-26 04:01:44.335810
2806,2011-05-01,summer,2011,May,19,0,Sun,Holyday,Mist,0.46,0.4545,0.84,0.1045,47.0,131,178,2023-03-26 04:01:44.335810
2807,2011-05-01,summer,2011,May,20,0,Sun,Holyday,Mist,0.46,0.4545,0.82,0.0,35.0,86,121,2023-03-26 04:01:44.335810
2808,2011-05-01,summer,2011,May,21,0,Sun,Holyday,Mist,0.46,0.4545,0.82,0.0,23.0,82,105,2023-03-26 04:01:44.335810
2809,2011-05-01,summer,2011,May,22,0,Sun,Holyday,Mist,0.46,0.4545,0.82,0.0,32.0,68,100,2023-03-26 04:01:44.335810
2810,2011-05-01,summer,2011,May,23,0,Sun,Holyday,Clear,0.46,0.4545,0.77,0.194,64.0,82,146,2023-03-26 04:01:44.335810
2811,2011-05-02,summer,2011,May,0,0,Mon,Working_day,Clear,0.46,0.4545,0.72,0.1343,68.0,109,177,2023-03-26 04:01:44.335810
2812,2011-05-02,summer,2011,May,1,0,Mon,Working_day,Clear,0.46,0.4545,0.72,0.1343,41.0,73,114,2023-03-26 04:01:44.335810
2813,2011-05-02,summer,2011,May,2,0,Mon,Working_day,Mist,0.44,0.4394,0.77,0.2239,16.0,19,35,2023-03-26 04:01:44.335810
2814,2011-05-02,summer,2011,May,3,0,Mon,Working_day,Clear,0.44,0.4394,0.77,0.1343,9.0,7,16,2023-03-26 04:01:44.335810
2815,2011-05-02,summer,2011,May,4,0,Mon,Working_day,Clear,0.44,0.4394,0.77,0.1642,9.0,8,17,2023-03-26 04:01:44.335810
2816,2011-05-02,summer,2011,May,5,0,Mon,Working_day,Mist,0.44,0.4394,0.77,0.1343,4.0,16,20,2023-03-26 04:01:44.335810
2817,2011-05-02,summer,2011,May,6,0,Mon,Working_day,Clear,0.44,0.4394,0.88,0.1045,3.0,59,62,2023-03-26 04:01:44.335810
2818,2011-05-02,summer,2011,May,7,0,Mon,Working_day,Mist,0.46,0.4545,0.82,0.3284,16.0,193,209,2023-03-26 04:01:44.335810
2819,2011-05-02,summer,2011,May,8,0,Mon,Working_day,Mist,0.48,0.4697,0.77,0.2239,21.0,350,371,2023-03-26 04:01:44.335810
2820,2011-05-02,summer,2011,May,9,0,Mon,Working_day,Mist,0.5,0.4848,0.77,0.2836,41.0,131,172,2023-03-26 04:01:44.335810
2821,2011-05-02,summer,2011,May,10,0,Mon,Working_day,Mist,0.54,0.5152,0.77,0.2239,31.0,77,108,2023-03-26 04:01:44.335810
2822,2011-05-02,summer,2011,May,11,0,Mon,Working_day,Clear,0.58,0.5455,0.73,0.2985,34.0,96,130,2023-03-26 04:01:44.335810
2823,2011-05-02,summer,2011,May,12,0,Mon,Working_day,Clear,0.62,0.6061,0.69,0.2239,40.0,147,187,2023-03-26 04:01:44.335810
2824,2011-05-02,summer,2011,May,13,0,Mon,Working_day,Mist,0.62,0.6061,0.69,0.194,51.0,119,170,2023-03-26 04:01:44.335810
2825,2011-05-02,summer,2011,May,14,0,Mon,Working_day,Clear,0.64,0.6061,0.69,0.2239,48.0,133,181,2023-03-26 04:01:44.335810
2826,2011-05-02,summer,2011,May,15,0,Mon,Working_day,Clear,0.66,0.6212,0.61,0.194,45.0,110,155,2023-03-26 04:01:44.335810
2827,2011-05-02,summer,2011,May,16,0,Mon,Working_day,Clear,0.66,0.6212,0.61,0.2239,49.0,220,269,2023-03-26 04:01:44.335810
2828,2011-05-02,summer,2011,May,17,0,Mon,Working_day,Clear,0.66,0.6212,0.65,0.194,65.0,472,537,2023-03-26 04:01:44.335810
2829,2011-05-02,summer,2011,May,18,0,Mon,Working_day,Mist,0.64,0.6061,0.65,0.194,68.0,450,518,2023-03-26 04:01:44.335810
